Time spent on Internet,Daily Internet Usage,Country,City,Area Income,Male/Female,Age of people who use website,Timestamp,Ad Topic Line,Clicked on Ad,,,
65.65,224.92,Cook Islands,Sandraville,63879.72,1,25,2016-06-03 6:34,Intuitive explicit firmware,0,,,
43.84,167.42,Australia,Port Jessica,70592.81,0,36,2016-06-28 9:19,Public-key real-time definition,1,,,
67.69,216.57,Finland,Lake Jasonchester,76408.19,0,37,2016-07-18 18:33,Monitored content-based implementation,0,,,
78.37,207.27,Pakistan,Pearsonfort,55015.08,0,24,2016-01-23 4:47,Quality-focused zero-defect budgetary management,0,,,
81.46,231.54,Ireland,Sellerstown,51636.12,0,29,2016-02-29 11:00,Intuitive fresh-thinking moderator,0,,,
47.48,141.34,Eritrea,Yuton,29359.2,0,31,2016-06-30 0:19,Reverse-engineered 24hour hardware,1,,,
75.15,219.49,France,Smithtown,71296.67,1,33,2016-06-19 18:19,Synchronized zero tolerance product,0,,,
78.76,219.98,Austria,Joanntown,46422.76,1,24,2016-01-08 8:08,Reactive interactive protocol,0,,,
44.96,132.71,Heard Island and McDonald Islands,South Peter,52802,1,50,2016-01-02 12:25,Focused fresh-thinking Graphic Interface,1,,,
39.56,143.13,Western Sahara,Port Mitchell,59243.46,1,41,2016-05-13 11:57,Ameliorated exuding solution,1,,,
39.76,196.83,Liberia,Pottermouth,35350.55,1,28,2016-02-08 14:02,Integrated maximized service-desk,1,,,
57.11,207.17,Dominican Republic,Lake Jonathanview,59677.64,1,22,2016-06-07 23:46,Self-enabling tertiary challenge,0,,,
83.26,187.76,Tonga,Alanview,70225.6,1,40,2016-01-02 14:36,Decentralized foreground infrastructure,0,,,
69.42,213.38,Lao People's Democratic Republic,Carterport,65791.17,0,25,2016-02-13 4:16,Quality-focused hybrid frame,0,,,
50.6,129.88,United States of America,New Daniellefort,34191.13,1,30,2016-05-03 12:57,Realigned reciprocal framework,1,,,
46.2,119.3,Belgium,Welchshire,51315.38,0,37,2016-04-03 11:38,Distributed maximized ability,1,,,
66.88,119.47,Indonesia,Russellville,62790.96,1,35,2016-03-23 19:58,Polarized bifurcated array,1,,,
83.97,158.42,Croatia,West Lisa,66291.67,1,40,2016-02-02 11:49,Progressive asynchronous adapter,0,,,
76.56,213.75,Brunei Darussalam,Greentown,68030.18,0,30,2016-03-08 10:39,Business-focused high-level hardware,0,,,
35.49,159.77,American Samoa,Timothyport,43974.49,0,48,2016-04-08 14:35,Fully-configurable holistic throughput,1,,,
80.29,244.87,Netherlands Antilles,Teresahaven,49457.48,1,31,2016-06-30 0:40,Ameliorated contextually-based collaboration,0,,,
50.19,117.3,Thailand,Lake Stephenborough,33987.27,0,40,2016-03-25 19:02,Progressive uniform budgetary management,1,,,
59.12,124.54,Greece,Silvaton,28210.03,0,33,2016-05-12 21:32,Synergistic stable infrastructure,1,,,
59.88,193.63,French Polynesia,West Michaelstad,75535.14,1,30,2016-03-02 5:11,Reverse-engineered content-based intranet,0,,,
59.7,120.25,Guernsey,Florestown,49158.5,0,28,2016-05-10 14:12,Expanded zero administration attitude,1,,,
67.8,117.75,Isle of Man,New Jay,39809.69,1,30,2016-03-03 2:59,Team-oriented 6thgeneration extranet,1,,,
81.59,223.16,Holy See (Vatican City State),North Lisachester,65826.53,0,35,2016-07-04 11:03,Managed disintermediate capability,0,,,
81.1,216.49,El Salvador,Port Stacy,61172.07,1,29,2016-07-08 3:47,Front-line dynamic model,0,,,
41.7,126.95,China,Jensenton,42898.21,0,39,2016-05-27 5:35,Innovative regional structure,1,,,
73.94,173.49,Myanmar,North Alexandra,68333.01,0,27,2016-02-10 13:46,Function-based incremental standardization,0,,,
58.35,132.63,Macao,Rivasland,70232.95,0,37,2016-06-12 21:21,Universal asymmetric workforce,1,,,
51.56,124.85,Australia,Helenborough,63102.19,0,46,2016-01-07 13:58,Business-focused client-driven forecast,1,,,
79.81,253.17,United States Virgin Islands,Garnerberg,51847.26,0,37,2016-05-13 14:12,Realigned global initiative,0,,,
66.17,228.7,Mexico,North Anaport,63580.22,0,26,2016-05-02 0:01,Business-focused maximized complexity,0,,,
58.21,105.94,Djibouti,Pattymouth,47575.44,0,37,2016-02-07 17:06,Open-source global strategy,1,,,
66.12,113.8,Cote d'Ivoire,South Alexisborough,39031.89,0,49,2016-02-15 7:27,Stand-alone motivating moratorium,1,,,
80.47,215.18,Mali,East Jennifer,70505.06,1,42,2016-02-21 5:23,Grass-roots multimedia policy,0,,,
77.05,236.64,Jamaica,Hallfort,62161.26,0,31,2016-03-20 22:27,Upgradable local migration,0,,,
49.99,121.07,Romania,New Charleschester,61068.26,0,41,2016-03-24 9:34,Profound bottom-line standardization,1,,,
80.3,173.43,Cayman Islands,East Breannafurt,49090.51,0,58,2016-04-04 20:01,Managed client-server access,1,,,
79.36,234.72,Gambia,East Susanland,62330.75,1,33,2016-01-02 4:50,Cross-platform directional intranet,0,,,
57.86,166.86,Algeria,Estesfurt,18819.34,0,30,2016-07-08 17:14,Horizontal modular success,1,,,
70.29,231.37,Puerto Rico,Shirleyfort,62053.37,1,26,2016-03-28 19:48,Vision-oriented multi-tasking success,0,,,
84.53,215.18,Norfolk Island,Douglasview,61922.06,1,33,2016-07-11 9:32,Optional multi-state hardware,0,,,
59.13,106.04,Turkey,South Lisa,49525.37,1,44,2016-06-09 17:11,Upgradable heuristic system engine,1,,,
81.51,250.03,Guinea,Kingshire,53412.32,0,41,2016-05-19 9:30,Future-proofed modular utilization,0,,,
42.94,130.4,Moldova,Rebeccamouth,56681.65,1,37,2016-04-12 12:35,Synergistic dynamic orchestration,1,,,
84.81,233.93,Greece,Brownbury,43299.63,1,32,2016-07-04 23:17,Multi-layered stable encoding,0,,,
82.79,132.08,American Samoa,South Aaron,47997.75,0,34,2016-02-01 0:52,Team-oriented zero-defect initiative,1,,,
59.22,126.39,Honduras,North Andrew,39131.53,1,55,2016-01-13 2:39,Polarized 5thgeneration matrix,1,,,
35,151.25,Mongolia,South Walter,46033.73,1,40,2016-06-18 16:02,Fully-configurable context-sensitive Graphic Interface,1,,,
46.61,136.18,Ethiopia,Catherinefort,65856.74,0,42,2016-01-01 20:17,Progressive intermediate throughput,1,,,
63.26,120.46,Ethiopia,East Donna,54787.37,1,29,2016-03-02 4:02,Customizable holistic archive,1,,,
79.16,202.9,Sri Lanka,East Timothy,69562.46,1,32,2016-03-30 20:23,Compatible intermediate concept,0,,,
67.94,128.16,Morocco,North Kimberly,68447.17,0,43,2016-05-01 0:23,Assimilated next generation firmware,1,,,
79.91,230.18,United Arab Emirates,South Stephanieport,62772.42,1,32,2016-06-17 3:02,Total zero administration software,0,,,
66.14,165.27,Western Sahara,North Isabellaville,78092.95,0,41,2016-03-23 8:52,Re-engineered impactful software,0,,,
43.65,138.87,Western Sahara,North Aaronburgh,63649.04,0,39,2016-05-08 22:24,Business-focused background synergy,1,,,
59.61,198.45,Cambodia,Port James,60637.62,1,21,2016-04-06 5:55,Future-proofed coherent budgetary management,0,,,
46.61,156.99,New Zealand,Danielview,27241.11,0,52,2016-04-05 5:54,Ergonomic methodical encoding,1,,,
89.37,162.03,Australia,Port Stacey,42760.22,1,34,2016-04-16 12:26,Compatible dedicated productivity,0,,,
65.1,118.1,Bulgaria,West Kevinfurt,59457.52,1,49,2016-06-01 3:44,Up-sized real-time methodology,1,,,
53.44,108.17,Libyan Arab Jamahiriya,Lake Jennifer,42907.89,1,42,2016-04-04 22:00,Up-sized next generation architecture,1,,,
79.53,244.91,Barbados,Reyesfurt,46132.18,0,51,2016-06-26 4:22,Managed 6thgeneration hierarchy,0,,,
91.43,209.91,French Polynesia,West Carmenfurt,46964.11,1,39,2016-07-07 3:55,Organic motivating model,0,,,
73.57,212.38,Uruguay,North Stephanieberg,70377.23,0,30,2016-03-20 8:22,Pre-emptive transitional protocol,0,,,
78.76,208.02,Uruguay,East Valerie,70012.83,1,32,2016-04-20 10:04,Managed attitude-oriented Internet solution,0,,,
76.49,181.11,Brazil,Sherrishire,56457.01,0,23,2016-03-25 5:05,Public-key asynchronous matrix,0,,,
61.72,218.49,Venezuela,Port Daniel,67279.06,0,26,2016-02-14 7:15,Grass-roots systematic hardware,0,,,
84.53,236.29,Myanmar,Brownview,54773.99,0,35,2016-03-26 0:32,User-centric composite contingency,0,,,
72.03,230.95,Malta,Greerton,70783.94,1,34,2016-07-05 22:33,Up-sized bi-directional infrastructure,0,,,
77.47,222.91,Jamaica,Hatfieldshire,70510.59,1,36,2016-03-14 3:29,Assimilated actuating policy,0,,,
75.65,247.9,Bahrain,Brianabury,64021.55,1,39,2016-05-30 2:34,Organized upward-trending contingency,0,,,
78.15,194.37,Algeria,New Maria,72042.85,0,33,2016-03-07 22:32,Ergonomic neutral portal,0,,,
63.8,108.7,Tuvalu,Colebury,36037.33,1,38,2016-03-19 0:27,Adaptive demand-driven knowledgebase,1,,,
76.59,211.64,Georgia,Calebberg,67526.92,0,29,2016-06-18 5:17,Reverse-engineered maximized focus group,0,,,
42.6,168.29,Cambodia,Lake Ian,55121.65,0,55,2016-07-11 18:12,Switchable analyzing encryption,1,,,
78.77,211.83,Guam,Gomezport,63497.62,0,28,2016-01-01 8:27,Public-key intangible Graphical User Interface,0,,,
83.4,235.01,Tanzania,Shaneland,60879.48,0,39,2016-04-07 1:57,Advanced local task-force,0,,,
79.53,236.72,Indonesia,East Aaron,61467.33,0,33,2016-02-28 22:02,Profound well-modulated array,0,,,
73.89,229.99,Somalia,Dustinborough,70495.64,1,35,2016-06-26 17:25,Multi-channeled asymmetric installation,0,,,
75.8,224.9,Belize,East Michaelland,71222.4,0,36,2016-01-21 4:30,Multi-layered fresh-thinking neural-net,0,,,
81.95,208.76,Serbia,East Connie,64698.58,1,31,2016-05-01 21:46,Distributed cohesive migration,0,,,
56.39,154.23,Australia,West Shannon,32252.38,0,58,2016-02-14 10:06,Programmable uniform website,1,,,
44.73,127.56,Guam,North Lauraland,55316.97,1,35,2016-01-27 18:25,Object-based neutral policy,1,,,
38.35,145.48,Christmas Island,Port Christopher,47447.89,1,33,2016-06-16 20:24,Horizontal global leverage,1,,,
72.53,223.93,Papua New Guinea,South Patrickfort,73474.82,0,37,2016-07-21 10:01,Synchronized grid-enabled moratorium,0,,,
56.2,114.85,Bahamas,East Georgeside,53549.94,1,49,2016-04-21 18:31,Adaptive uniform capability,1,,,
79.67,226.79,Comoros,Charlesbury,58576.12,0,28,2016-07-20 1:56,Total grid-enabled application,0,,,
75.42,164.25,Western Sahara,Millertown,63373.7,1,26,2016-02-26 17:14,Optional regional throughput,0,,,
78.64,235.28,Nicaragua,South Renee,60283.47,1,31,2016-01-16 17:56,Integrated client-server definition,0,,,
67.69,109.22,Guam,South Jackieberg,37345.34,0,44,2016-04-01 1:57,Fundamental methodical support,1,,,
38.35,144.69,Vanuatu,Loriville,34886.01,1,41,2016-06-24 8:42,Synergistic reciprocal attitude,1,,,
59.52,251.08,Bolivia,Amandaland,67511.86,1,44,2016-05-27 18:45,Managed 5thgeneration time-frame,0,,,
62.26,166.19,Malawi,West Robertside,77988.71,0,37,2016-05-26 15:40,Vision-oriented uniform knowledgebase,0,,,
64.75,117.66,Venezuela,North Sarashire,63001.03,0,36,2016-04-06 1:19,Multi-tiered stable leverage,1,,,
79.97,185.45,Nepal,Port Maria,61747.98,1,26,2016-01-08 19:38,Down-sized explicit budgetary management,0,,,
47.9,114.53,United Kingdom,East Jessefort,48467.68,0,42,2016-02-24 19:08,Cross-group human-resource time-frame,1,,,
80.38,238.06,Albania,Port Anthony,55130.96,0,30,2016-03-10 7:07,Business-focused holistic benchmark,0,,,
64.51,190.71,Madagascar,Edwardmouth,79484.8,1,42,2016-04-29 7:49,Virtual 5thgeneration neural-net,0,,,
71.28,246.72,Guyana,Dustinchester,67307.43,1,37,2016-04-10 16:08,Distributed scalable orchestration,0,,,
50.32,125.65,Yemen,Rochabury,27964.6,0,40,2016-04-27 18:25,Realigned intangible benchmark,1,,,
72.76,240.63,India,Williamsport,66431.87,1,33,2016-05-10 4:28,Virtual impactful algorithm,0,,,
72.8,249.54,Puerto Rico,Austinland,63551.67,0,35,2016-01-03 23:21,Public-key solution-oriented focus group,0,,,
74.59,158.35,United States Virgin Islands,Lake Gerald,40135.06,1,23,2016-02-15 16:52,Phased clear-thinking encoding,1,,,
46.66,118.16,Antigua and Barbuda,Wrightview,49101.67,0,45,2016-03-09 2:07,Grass-roots mission-critical emulation,1,,,
48.86,134.46,French Guiana,Perryburgh,53188.69,0,54,2016-01-09 17:33,Proactive encompassing paradigm,1,,,
37.05,142.81,Antigua and Barbuda,Tracyhaven,49742.83,1,39,2016-02-03 5:47,Automated object-oriented firmware,1,,,
81.21,233.04,Turkmenistan,South Jaimeview,63394.41,0,36,2016-01-02 9:30,User-friendly content-based customer loyalty,0,,,
66.89,208.24,Honduras,Sandersland,64433.99,1,23,2016-01-04 7:28,Universal incremental array,0,,,
68.11,231.21,Seychelles,South Meredithmouth,73884.48,0,38,2016-01-07 21:21,Reactive national success,0,,,
69.15,112.72,Cyprus,Richardsonshire,36424.94,0,46,2016-07-24 0:22,Automated multi-state toolset,1,,,
65.72,120.12,Saint Pierre and Miquelon,Kimberlymouth,28275.48,0,36,2016-02-13 13:57,Managed didactic flexibility,1,,,
40.04,161.58,Poland,Meghanchester,48098.86,0,27,2016-05-08 10:25,Cross-platform neutral system engine,1,,,
68.6,135.08,Taiwan,Tammyshire,68448.94,0,33,2016-02-17 18:50,Focused high-level frame,1,,,
56.16,164.25,Cote d'Ivoire,Millerbury,66429.84,1,25,2016-01-22 19:43,Seamless motivating approach,1,,,
78.6,254.59,Micronesia,Lake Elizabethside,41768.13,1,46,2016-07-20 13:21,Enhanced systematic adapter,0,,,
78.29,252.07,Liberia,Villanuevaton,57844.96,0,38,2016-01-05 20:58,Networked regional Local Area Network,0,,,
43.83,129.01,Saudi Arabia,Greerport,35684.82,0,45,2016-01-29 5:39,Total human-resource flexibility,1,,,
77.31,238.1,Nepal,North Garyhaven,62792.43,0,32,2016-06-17 20:18,Assimilated homogeneous service-desk,0,,,
39.86,161.24,Ghana,East Sharon,51171.23,0,28,2016-02-23 13:55,Ergonomic zero tolerance encoding,1,,,
66.77,141.13,Iran,Johnstonmouth,58847.07,0,25,2016-07-09 11:18,Cross-platform zero-defect structure,1,,,
57.2,110.66,New Zealand,East Heatherside,57739.03,0,42,2016-03-19 11:09,Innovative maximized groupware,1,,,
73.15,211.12,Libyan Arab Jamahiriya,Lake Patrick,64631.22,1,25,2016-01-29 7:14,Face-to-face executive encryption,0,,,
82.07,193.97,Sri Lanka,Richardsonmouth,50337.93,0,24,2016-06-14 7:02,Monitored local Internet solution,0,,,
49.84,135.24,United Arab Emirates,Jenniferhaven,67781.31,1,38,2016-05-18 3:19,Phased hybrid superstructure,1,,,
43.97,156.97,Indonesia,Boyerberg,68863.95,1,36,2016-01-30 9:54,User-friendly grid-enabled analyzer,1,,,
77.25,231.38,Saint Vincent and the Grenadines,Port Elijah,55901.12,1,27,2016-04-25 16:58,Pre-emptive neutral contingency,0,,,
74.84,246.44,Mongolia,Knappburgh,64775.1,1,37,2016-01-14 16:30,User-friendly impactful time-frame,0,,,
83.53,204.56,Honduras,New Dawnland,67686.16,0,36,2016-07-06 5:34,Customizable methodical Graphical User Interface,0,,,
38.63,222.11,Papua New Guinea,Chapmanmouth,57777.11,0,48,2016-04-07 10:51,Cross-platform logistical pricing structure,1,,,
84,136.21,Kyrgyz Republic,Robertside,46868.53,1,48,2016-04-17 5:08,Inverse discrete extranet,1,,,
52.13,118.27,Ethiopia,West Raymondmouth,40926.93,1,50,2016-01-28 17:03,Open-source even-keeled database,1,,,
71.83,135.48,Rwanda,Costaburgh,22205.74,1,40,2016-02-18 22:42,Diverse background ability,1,,,
78.36,196.77,Kyrgyz Republic,Kristineberg,58920.44,1,24,2016-06-24 21:09,Multi-tiered foreground Graphic Interface,0,,,
50.18,127.82,Grenada,Sandrashire,63006.14,1,35,2016-06-20 4:24,Customizable hybrid system engine,1,,,
64.67,138.35,Togo,Andersonfurt,24316.61,1,51,2016-02-14 16:33,Horizontal incremental website,1,,,
69.5,203.84,Pakistan,Tranland,68348.99,0,26,2016-02-27 13:51,Front-line systemic capability,0,,,
65.22,240.09,Falkland Islands (Malvinas),Michaelland,66263.37,1,30,2016-05-07 15:16,Fully-configurable foreground solution,0,,,
62.06,116.27,Jersey,East Rachaelfurt,63493.6,1,40,2016-03-16 20:10,Digitized radical array,1,,,
84.29,160.33,Cayman Islands,Lake Johnbury,56984.09,1,30,2016-06-26 2:06,Team-oriented transitional methodology,1,,,
32.91,181.02,South Africa,Elizabethstad,51691.55,0,37,2016-07-17 14:26,Future-proofed fresh-thinking conglomeration,1,,,
39.5,148.19,Micronesia,West Brad,49911.25,1,31,2016-01-28 16:42,Operative multi-tasking Graphic Interface,1,,,
75.19,245.76,Tajikistan,Johnstonshire,33502.57,1,31,2016-06-16 18:04,Implemented discrete frame,0,,,
76.21,228.94,Bolivia,Lake Timothy,65834.97,1,31,2016-06-19 23:21,Ameliorated exuding encryption,0,,,
67.76,242.59,Cameroon,Anthonyfurt,66176.97,0,31,2016-05-24 17:42,Programmable high-level benchmark,0,,,
40.01,161.77,Ecuador,East Brettton,51463.17,0,53,2016-03-01 22:06,Sharable multimedia conglomeration,1,,,
52.7,109.34,Zambia,New Matthew,41059.64,1,41,2016-01-31 8:50,Team-oriented high-level orchestration,1,,,
68.41,259.76,Guinea-Bissau,Christopherchester,61428.18,0,38,2016-04-30 15:27,Grass-roots empowering paradigm,0,,,
35.55,151.18,Micronesia,Westshire,51593.46,0,39,2016-01-13 20:38,Robust object-oriented Graphic Interface,1,,,
74.54,219.75,Bahamas,Alexisland,57518.73,0,24,2016-03-30 16:15,Switchable secondary ability,0,,,
81.75,190.08,Cape Verde,Kevinchester,52656.13,1,24,2016-04-29 18:53,Open-architected web-enabled benchmark,0,,,
87.85,210.27,French Polynesia,New Patriciashire,52178.98,1,31,2016-06-14 19:48,Compatible scalable emulation,0,,,
60.23,151.54,Saudi Arabia,Port Brenda,46239.14,1,60,2016-07-15 15:43,Seamless optimal contingency,1,,,
87.97,149.25,France,Port Brianfort,48918.55,1,35,2016-03-24 5:38,Secured secondary superstructure,0,,,
78.17,192.27,Burundi,Portermouth,65227.79,1,27,2016-04-26 20:57,Automated mobile model,0,,,
67.91,146.8,Latvia,Hubbardmouth,55002.05,1,23,2016-01-12 3:28,Re-engineered non-volatile neural-net,1,,,
85.77,191.78,Morocco,South Brian,52261.73,1,27,2016-04-09 23:26,Implemented disintermediate attitude,0,,,
41.16,150.83,Venezuela,Hendrixmouth,59448.44,1,49,2016-03-28 9:15,Configurable interactive contingency,1,,,
53.54,108.03,Palau,Julietown,47314.45,0,39,2016-06-23 11:05,Optimized systemic capability,1,,,
73.94,236.15,Isle of Man,Lukeport,55411.06,1,26,2016-01-24 1:53,Front-line non-volatile implementation,0,,,
63.43,236.75,Peru,New Shane,66504.16,1,29,2016-04-15 10:18,Ergonomic 24/7 solution,0,,,
84.59,241.8,Belgium,Lake Jillville,47169.14,1,36,2016-04-26 13:13,Integrated grid-enabled budgetary management,0,,,
70.13,224.98,Croatia,Johnsonfort,70889.68,0,31,2016-05-16 23:21,Profit-focused systemic support,0,,,
40.19,136.99,France,Adamsbury,55358.88,0,37,2016-01-18 2:51,Right-sized system-worthy project,1,,,
58.95,131.29,Slovenia,East Maureen,56242.7,1,55,2016-06-20 8:34,Proactive actuating Graphical User Interface,1,,,
35.76,195.07,Peru,North Angelastad,45522.44,0,51,2016-07-18 4:53,Versatile optimizing projection,1,,,
59.36,110.84,Belarus,Amandafort,46931.03,0,49,2016-07-01 1:12,Universal multi-state system engine,1,,,
91.1,198.13,Bolivia,Michaelmouth,55499.69,1,40,2016-03-07 22:51,Secured intermediate approach,0,,,
61.04,149.21,Benin,Ronaldport,75805.12,0,41,2016-05-02 15:31,Operative didactic Local Area Network,1,,,
74.06,225.99,Wallis and Futuna,Port Davidland,40345.49,0,23,2016-07-23 6:18,Phased content-based middleware,0,,,
64.63,158.8,Azerbaijan,Isaacborough,15598.29,1,45,2016-06-12 3:11,Triple-buffered high-level Internet solution,1,,,
81.29,219.72,Mongolia,Lake Michael,33239.2,0,28,2016-02-15 20:41,Synergized well-modulated Graphical User Interface,0,,,
76.07,235.56,Denmark,West Michaelshire,68033.54,0,36,2016-01-23 1:42,Implemented bottom-line implementation,0,,,
75.92,182.65,Russian Federation,Port Calvintown,38427.66,0,22,2016-02-26 1:18,Monitored context-sensitive initiative,0,,,
78.35,253.48,Brazil,Parkerhaven,53185.34,0,46,2016-01-11 2:07,Pre-emptive client-server open system,0,,,
46.14,137.97,Ethiopia,Markhaven,39723.97,1,28,2016-04-04 13:56,Seamless bandwidth-monitored knowledge user,1,,,
44.33,120.63,Guyana,Estradashire,43386.07,0,41,2016-01-14 9:27,Ergonomic empowering frame,1,,,
46.43,137.2,Ethiopia,Brianland,53922.43,1,28,2016-04-25 3:18,Reverse-engineered background Graphic Interface,1,,,
66.04,199.76,Mauritius,Cassandratown,71881.84,0,27,2016-03-05 23:02,Synergistic non-volatile analyzer,0,,,
84.31,225.87,Djibouti,West Dannyberg,47139.21,0,29,2016-01-06 21:43,Object-based optimal solution,0,,,
83.66,175.14,Syrian Arab Republic,East Debraborough,68877.02,0,38,2016-02-18 3:58,Profound dynamic attitude,0,,,
81.25,222.35,Saint Martin,Frankchester,65186.58,1,33,2016-04-16 14:15,Enhanced system-worthy toolset,0,,,
85.26,224.07,Netherlands Antilles,Lisafort,55424.24,1,32,2016-02-24 6:18,Reverse-engineered dynamic function,0,,,
86.53,233.36,Greece,Colemanshire,46500.11,0,46,2016-06-29 1:19,Networked responsive application,0,,,
76.44,224.2,Madagascar,Troyville,58820.16,1,26,2016-01-05 6:34,Distributed intangible database,0,,,
52.84,122.31,Senegal,Hobbsbury,28495.21,0,43,2016-07-16 10:14,Multi-tiered mobile encoding,1,,,
85.24,182.84,Burkina Faso,Harrisonmouth,61840.26,1,31,2016-06-17 3:23,Optional contextually-based flexibility,0,,,
74.71,258.06,Czech Republic,Port Eugeneport,37908.29,1,46,2016-06-13 11:06,Proactive local focus group,0,,,
82.95,201.29,Lao People's Democratic Republic,Karenmouth,69805.7,0,39,2016-04-05 8:18,Customer-focused impactful success,0,,,
76.42,223.16,Netherlands Antilles,Brendaburgh,60315.19,1,26,2016-04-17 18:38,Open-source optimizing parallelism,0,,,
42.04,182.11,Qatar,New Christinatown,67323,0,49,2016-02-03 16:54,Organic logistical adapter,1,,,
46.28,228.78,Andorra,Jacksonstad,50055.33,1,26,2016-04-18 21:07,Stand-alone eco-centric system engine,1,,,
48.26,122.45,Liechtenstein,South Margaret,43573.66,1,50,2016-06-18 22:31,User-centric intermediate knowledge user,1,,,
71.03,150.77,China,Port Georgebury,28186.65,0,55,2016-03-12 7:18,Programmable didactic capacity,1,,,
81.37,215.04,Vietnam,New Jessicaport,66412.04,0,33,2016-01-15 1:20,Enhanced regional conglomeration,0,,,
58.05,195.54,Tajikistan,Sanderstown,15879.1,1,32,2016-02-12 10:39,Total asynchronous architecture,1,,,
75,230.36,Eritrea,Perezland,63965.16,1,29,2016-02-16 2:29,Secured upward-trending benchmark,0,,,
79.61,235.97,Monaco,Luisfurt,58342.63,0,31,2016-04-04 21:23,Customizable value-added project,0,,,
52.56,250.36,Israel,New Karenberg,33147.19,1,31,2016-04-24 1:48,Integrated interactive support,1,,,
62.18,126.44,Hungary,West Leahton,65899.68,0,33,2016-05-20 0:00,Reactive impactful challenge,1,,,
77.89,201.54,Singapore,West Sharon,64188.5,0,26,2016-05-15 3:10,Switchable multi-state success,0,,,
66.08,184.23,Cuba,Klineside,58966.22,1,61,2016-01-07 23:02,Synchronized multi-tasking ability,1,,,
89.21,210.53,Reunion,Lake Cynthia,44078.24,0,33,2016-07-19 12:05,Fundamental clear-thinking knowledgebase,0,,,
49.96,151.94,Zambia,South Cynthiashire,60968.62,1,55,2016-04-04 0:02,Multi-layered user-facing parallelism,1,,,
77.44,210.39,Gabon,Lake Jacob,65620.25,0,28,2016-06-10 4:21,Front-line incremental access,0,,,
82.58,225.23,Dominica,West Samantha,65496.78,1,38,2016-03-11 14:50,Open-architected zero administration secured line,0,,,
39.36,161.79,Bahamas,Jeremybury,52462.04,1,29,2016-01-14 20:58,Mandatory disintermediate info-mediaries,1,,,
47.23,149.8,Tokelau,Blevinstown,70582.55,1,38,2016-06-22 5:22,Implemented context-sensitive Local Area Network,1,,,
87.85,153.01,Turkmenistan,Meyerchester,51816.27,0,34,2016-03-19 8:00,Digitized interactive initiative,0,,,
65.57,130.86,Belgium,Reginamouth,23410.75,0,46,2016-04-15 15:07,Implemented asynchronous application,1,,,
78.01,200.71,French Guiana,Donaldshire,62729.4,1,26,2016-03-28 2:29,Focused multi-state workforce,0,,,
44.15,141.96,Martinique,Salazarbury,48867.67,1,28,2016-01-22 15:03,Proactive secondary monitoring,1,,,
43.57,125.2,French Polynesia,Lake Joshuafurt,50971.73,1,36,2016-06-25 17:33,Front-line upward-trending groupware,1,,,
76.83,192.81,Ecuador,Wintersfort,67990.84,0,28,2016-03-04 14:33,Quality-focused 5thgeneration orchestration,0,,,
42.06,131.55,Puerto Rico,Jamesmouth,43241.19,0,34,2016-06-29 2:48,Multi-layered secondary software,1,,,
76.27,226.69,United Arab Emirates,Laurieside,60082.66,1,27,2016-06-18 1:42,Total coherent superstructure,0,,,
74.27,247.05,Burkina Faso,Andrewmouth,65180.97,1,37,2016-01-31 9:57,Monitored executive architecture,0,,,
73.27,216.24,Luxembourg,West Angela,67301.39,1,28,2016-05-22 15:17,Front-line multi-state hub,0,,,
74.58,230.52,Jamaica,East Carlos,70701.31,0,36,2016-07-22 11:05,Configurable mission-critical algorithm,0,,,
77.5,225.34,Antarctica (the territory South of 60 deg S),Kennedyfurt,60997.84,1,28,2016-07-13 14:05,Face-to-face responsive alliance,0,,,
87.16,197.15,China,Blairville,60805.93,0,33,2016-02-11 11:50,Reduced holistic help-desk,0,,,
87.16,231.95,Western Sahara,East Donnatown,50711.68,1,37,2016-03-16 20:33,Pre-emptive content-based frame,0,,,
66.26,179.04,Lebanon,Matthewtown,14548.06,1,47,2016-04-25 19:31,Optional full-range projection,1,,,
65.15,117.3,Hong Kong,Brandonbury,41335.84,0,29,2016-07-14 22:43,Expanded value-added emulation,1,,,
68.25,198.86,Vanuatu,New Jamestown,76480.16,1,33,2016-05-30 8:02,Organic well-modulated database,0,,,
73.49,244.23,Vanuatu,Mosleyburgh,67132.46,0,38,2016-02-14 11:36,Organic 3rdgeneration encryption,0,,,
39.19,173.05,Guatemala,Leahside,52581.16,0,54,2016-01-23 21:15,Stand-alone empowering benchmark,1,,,
80.15,214.49,Greenland,West Wendyland,55195.61,0,25,2016-07-18 2:51,Monitored intermediate circuit,0,,,
86.76,189.91,Syrian Arab Republic,Lawrenceborough,48679.54,0,28,2016-02-10 8:21,Object-based leadingedge complexity,0,,,
73.88,233.61,Saint Helena,Kennethview,63109.74,0,29,2016-01-04 6:37,Digitized zero-defect implementation,0,,,
58.6,197.93,Lebanon,West Mariafort,44490.09,1,19,2016-06-05 21:38,Configurable impactful firmware,0,,,
69.77,132.27,Malta,Port Sherrystad,57667.99,0,54,2016-06-01 3:17,Face-to-face dedicated flexibility,1,,,
87.27,204.27,Christmas Island,West Melissashire,51824.01,1,30,2016-03-06 6:51,Fully-configurable 5thgeneration circuit,1,,,
77.65,208.01,Ukraine,Pamelamouth,66198.66,0,28,2016-02-26 19:35,Configurable impactful capacity,0,,,
76.02,219.55,Malta,Lesliefort,73174.19,0,40,2016-07-13 14:30,Distributed leadingedge orchestration,0,,,
